Name,Website,Featured,Stage,Industry,Tags,Region,Startup HQ
TripVlog ltd,www.tripvlog.com,,Pre-Seed,Travel & Tourism,"AI & Machine Learning,Affiliate Marketing,ClimateTech,E-Commerce,Hospitality",Riyadh,Saudi Arabia
Snbla,https://snbla.com,,Pre-Seed,Financial Services,Financial Solution,Riyadh,Saudi Arabia
FataFeat Pay,https://fata.me/,,Pre-Seed,"Financial Services,Technology ","Financial Solution,SaaS",Riyadh,Saudi Arabia
Qubit,https://www.qubit.sa,,Pre-Seed,"Technology ,Retail","AI & Machine Learning,E-Commerce,X-as-a-service model ",Riyadh,Saudi Arabia
Mithu,https://mithu.com,,Pre-Seed,"Financial Services,Food & Beverages ,Retail","AI & Machine Learning,Loyalty ,Cashback,Marketplace,Social Commerce ,Hospitality",Riyadh,Saudi Arabia
Film There,Www.filmthere.com,,Seed,Media Production,Marketplace,Riyadh,Saudi Arabia
عطور دير بيوتي,https://perfumedeer.com,,Seed,Fashion,E-Commerce,Riyadh,Saudi Arabia
Spltrr,https://www.spltrr.com,,Pre-Seed,"Financial Services,Technology ",Financial Solution,Riyadh,Saudi Arabia
netzero,netzero.sa,,Seed,"Technology ,Environment","AI & Machine Learning,APP Dev & PaaS,ClimateTech",Eastern,Saudi Arabia
MoneyLoop | موني لوب,www.moneyloop.sa,,Pre-Series A,Financial Services,Financial Solution,Riyadh,Saudi Arabia
GuestNa App,www.guestna.app,,Pre-Seed,"Technology ,Travel & Tourism","Marketplace,Aggregator",Riyadh,Saudi Arabia
Qalam,https://qalamapp.com/,,Seed,Social,Social Media,Riyadh,Saudi Arabia
Jisr.care,https://jisr.appstick.com.bd/,,Seed,"Healthcare,Technology ","IT Solutions Services,Telehealth ,APP Dev & PaaS,Social Commerce ",Riyadh,Saudi Arabia
Hanna Health,https://www.hanna.health/,,Seed,"Healthcare,Technology ,Wellness & Mental Health","AI & Machine Learning,Hardware & loT & Drones,Telehealth ",Makkah,Saudi Arabia
Spare,www.tryspare.com,,Pre-Series A,Financial Services,Fintech Infrastructure,Riyadh,Saudi Arabia
Carology,www.carology.ai,,Seed,"Financial Services,Transportation & Automotive,Technology ","Car Solution ,Consumer Services,SaaS,Marketplace",Riyadh,Saudi Arabia
eCemX AI,https://ecemx.com/,,Pre-Seed,"Technology ,Real Estate,Construction","AI & Machine Learning,SaaS,Subscription",Riyadh,Saudi Arabia
Azzam,https://azzam.sa,,Seed,"Technology ",SaaS,Asir,Saudi Arabia
Trell,www.trellapps.com,,Seed,"Financial Services,Logistics ","Financial Solution,B2B Financing,Logistics",Riyadh,Saudi Arabia
Dunes Aero,dunesaero.com,,Seed,"Technology ,Transportation & Automotive","Autonomous Driving ,Robotics ,SaaS,Industry 4.0",Riyadh,Saudi Arabia
Nafes AI,https://nafes.ai,,Seed,"Technology ",AI & Machine Learning,Riyadh,Saudi Arabia
Intella,www.intella.me,,Pre-Series A,"Technology ",AI & Machine Learning,Riyadh,Saudi Arabia
WAKI,https://waki.sa,,Seed,"Financial Services,Technology ,Education","ePOS,Financial Solution,Fintech Infrastructure",Makkah,Saudi Arabia
